,Year,Match_ID,Phase,Phase_num,Group,Round,Round_selector,Home,Away,Result,Points_Home,Points_Away,Advances,n_Goals_Home,n_Goals_Away,Goals_Home,Goals_Away,n_Pens_Home,n_Pens_Away,Pens_Home,Pens_Away,Time,Date,Venue,City,Attendance,Referee,Possession_Home,Possession_Away,PassAcc_Home,PassAcc_Away,n_Passes_Attempt_Home,n_Passes_Attempt_Away,n_Passes_Compl_Home,n_Passes_Compl_Away,Distance_Home,Distance_Away,OnTarget_Home,OnTarget_Away,OffTarget_Home,OffTarget_Away,ShotsBlocked_Home,ShotsBlocked_Away,Corners_Home,Corners_Away,Offsides_Home,Offsides_Away,Blocks_Home,Blocks_Away,BallsRec_Home,BallsRec_Away,Tackles_Home,Tackles_Away,Fouls_Home,Fouls_Away,Yellow_Home,Yellow_Away,Red_Home,Red_Away,Result_bare,youtube_url,deadline,completed,match_time,kick_off_cest,,,,,,
136,2008,2008_Group_A_2_Czech Republic_Portugal,Group,1,A,2,Group match 2,Czech Republic,Portugal,1–3,0,3,NA,1,3,Sionko  17',"Deco  8'
Ronaldo  63'
Quaresma  90+1'",NA,NA,NA,NA,18:00,11/06/2008,Stade de Genève,Geneva,"Attendance: 29,016[9]",Referee: Kyros Vassaras (Greece),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,7,4,3,3,6,6,0,3,7,1,NA,NA,NA,NA,16,15,1,1,NA,NA,1–3,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
137,2008,2008_Group_A_2_Switzerland_Turkey,Group,1,A,2,Group match 2,Switzerland,Turkey,1–2,0,3,NA,1,2,Yakin  32',"Semih  57'
Turan  90+2'",NA,NA,NA,NA,20:45,11/06/2008,St. Jakob-Park,Basel,"Attendance: 39,730[11]",Referee: Luboš Michel (Slovakia),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,7,4,1,1,6,5,4,3,1,6,NA,NA,NA,NA,22,24,1,3,NA,NA,1–2,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
138,2008,2008_Group_A_3_Switzerland_Portugal,Group,1,A,3,Group match 3,Switzerland,Portugal,2–0,3,0,NA,2,0,"Yakin  71', 83' (pen.)",NA,NA,NA,NA,NA,20:45,15/06/2008,St. Jakob-Park,Basel,"Attendance: 39,730[13]",Referee: Konrad Plautz (Austria),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,5,2,3,2,5,2,1,6,4,7,NA,NA,NA,NA,26,27,4,4,NA,NA,2–0,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
139,2008,2008_Group_A_3_Turkey_Czech Republic,Group,1,A,3,Group match 3,Turkey,Czech Republic,3–2,3,0,NA,3,2,"Turan  75'
Nihat  87', 89'","Koller  34'
Plašil  62'",NA,NA,NA,NA,20:45,15/06/2008,Stade de Genève,Geneva,"Attendance: 29,016[15]",Referee: Peter Fröjdfeldt (Sweden),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,7,8,1,1,6,2,0,1,2,5,NA,NA,NA,NA,16,13,4,3,1,0,3–2,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
140,2008,2008_Group_B_1_Austria_Croatia,Group,1,B,1,Group match 1,Austria,Croatia,0–1,0,3,NA,0,1,NA,Modric  4' (pen.),NA,NA,NA,NA,18:00,08/06/2008,Ernst-Happel-Stadion,Vienna,"Attendance: 51,428[1]",Referee: Pieter Vink (Netherlands),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,9,7,1,2,4,7,0,3,0,6,NA,NA,NA,NA,17,17,3,1,NA,NA,0–1,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
141,2008,2008_Group_B_1_Germany_Poland,Group,1,B,1,Group match 1,Germany,Poland,2–0,3,0,NA,2,0,"Podolski  20', 72'",NA,NA,NA,NA,NA,20:45,08/06/2008,Wörthersee Stadion,Klagenfurt,"Attendance: 30,461[4]",Referee: Tom Henning Øvrebø (Norway),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,6,2,3,4,3,5,4,5,3,NA,NA,NA,NA,15,18,1,2,NA,NA,2–0,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
142,2008,2008_Group_B_2_Croatia_Germany,Group,1,B,2,Group match 2,Croatia,Germany,2–1,3,0,NA,2,1,"Srna  24'
Olic  62'",Podolski  79',NA,NA,NA,NA,18:00,12/06/2008,Wörthersee Stadion,Klagenfurt,"Attendance: 30,461[6]",Referee: Frank De Bleeckere (Belgium),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,3,3,2,4,7,7,1,3,2,5,NA,NA,NA,NA,16,16,4,2,0,1,2–1,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
143,2008,2008_Group_B_2_Austria_Poland,Group,1,B,2,Group match 2,Austria,Poland,1–1,1,1,NA,1,1,Vastic  90+3' (pen.),Guerreiro  30',NA,NA,NA,NA,20:45,12/06/2008,Ernst-Happel-Stadion,Vienna,"Attendance: 51,428[8]",Referee: Howard Webb (England),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,6,4,2,2,9,8,1,2,4,3,NA,NA,NA,NA,13,25,2,3,NA,NA,1–1,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
144,2008,2008_Group_B_3_Poland_Croatia,Group,1,B,3,Group match 3,Poland,Croatia,0–1,0,3,NA,0,1,NA,Klasnic  53',NA,NA,NA,NA,20:45,16/06/2008,Wörthersee Stadion,Klagenfurt,"Attendance: 30,461[10]",Referee: Kyros Vassaras (Greece),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,11,9,3,1,5,1,5,2,5,3,NA,NA,NA,NA,24,16,2,2,NA,NA,0–1,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
145,2008,2008_Group_B_3_Austria_Germany,Group,1,B,3,Group match 3,Austria,Germany,0–1,0,3,NA,0,1,NA,Ballack  49',NA,NA,NA,NA,20:45,16/06/2008,Ernst-Happel-Stadion,Vienna,"Attendance: 51,428[12]",Referee: Manuel Mejuto González (Spain),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,5,8,4,1,8,6,0,2,5,3,NA,NA,NA,NA,22,11,3,0,NA,NA,0–1,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
146,2008,2008_Group_C_1_Romania_France,Group,1,C,1,Group match 1,Romania,France,0–0,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,18:00,09/06/2008,Letzigrund,Zürich,"Attendance: 30,585[4]",Referee: Manuel Mejuto González (Spain),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,8,3,2,3,3,1,1,2,0,NA,NA,NA,NA,17,22,3,1,NA,NA,0–0,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
147,2008,2008_Group_C_1_Netherlands_Italy,Group,1,C,1,Group match 1,Netherlands,Italy,3–0,3,0,NA,3,0,"Van Nistelrooy  26'
Sneijder  31'
Van Bronckhorst  79'",NA,NA,NA,NA,NA,20:45,09/06/2008,Stade de Suisse,Bern,"Attendance: 30,777[7]",Referee: Peter Fröjdfeldt (Sweden),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,4,11,5,0,3,5,4,3,4,5,NA,NA,NA,NA,19,10,1,3,NA,NA,3–0,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
148,2008,2008_Group_C_2_Italy_Romania,Group,1,C,2,Group match 2,Italy,Romania,1–1,1,1,NA,1,1,Panucci  56',Mutu  55',NA,NA,NA,NA,18:00,13/06/2008,Letzigrund,Zürich,"Attendance: 30,585[9]",Referee: Tom Henning Øvrebø (Norway),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,5,1,5,12,5,6,4,3,3,NA,NA,NA,NA,12,19,2,3,NA,NA,1–1,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
149,2008,2008_Group_C_2_Netherlands_France,Group,1,C,2,Group match 2,Netherlands,France,4–1,3,0,NA,4,1,"Kuyt  9'
Van Persie  59'
Robben  72'
Sneijder  90+2'",Henry  71',NA,NA,NA,NA,20:45,13/06/2008,Stade de Suisse,Bern,"Attendance: 30,777[11]",Referee: Herbert Fandel (Germany),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,4,9,3,5,2,6,NA,NA,8,5,NA,NA,NA,NA,17,17,1,2,NA,NA,4–1,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
150,2008,2008_Group_C_3_Netherlands_Romania,Group,1,C,3,Group match 3,Netherlands,Romania,2–0,3,0,NA,2,0,"Huntelaar  54'
Van Persie  87'",NA,NA,NA,NA,NA,20:45,17/06/2008,Stade de Suisse,Bern,"Attendance: 30,777[13]",Referee: Massimo Busacca (Switzerland),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,9,7,2,2,2,1,2,5,2,3,NA,NA,NA,NA,17,11,0,1,NA,NA,2–0,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
151,2008,2008_Group_C_3_France_Italy,Group,1,C,3,Group match 3,France,Italy,0–2,0,3,NA,0,2,NA,"Pirlo  25' (pen.)
De Rossi  62'",NA,NA,NA,NA,20:45,17/06/2008,Letzigrund,Zürich,"Attendance: 30,585[15]",Referee: Luboš Michel (Slovakia),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,7,8,3,2,3,3,2,2,3,3,NA,NA,NA,NA,22,23,4,3,1,0,0–2,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
152,2008,2008_Group_D_1_Spain_Russia,Group,1,D,1,Group match 1,Spain,Russia,4–1,3,0,NA,4,1,"Villa  20', 44', 75'
Fàbregas  90+1'",Pavlyuchenko  86',NA,NA,NA,NA,18:00,10/06/2008,Tivoli-Neu,Innsbruck,"Attendance: 30,772[1]",Referee: Konrad Plautz (Austria),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6,5,4,4,2,4,6,2,5,3,8,NA,NA,NA,NA,22,18,NA,NA,NA,NA,4–1,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
153,2008,2008_Group_D_1_Greece_Sweden,Group,1,D,1,Group match 1,Greece,Sweden,0–2,0,3,NA,0,2,NA,"Ibrahimovic  67'
Hansson  72'",NA,NA,NA,NA,20:45,10/06/2008,Stadion Wals-Siezenheim,Salzburg,"Attendance: 31,063[4]",Referee: Massimo Busacca (Switzerland),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,7,3,1,6,6,2,3,1,5,NA,NA,NA,NA,12,14,3,0,NA,NA,0–2,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
154,2008,2008_Group_D_2_Sweden_Spain,Group,1,D,2,Group match 2,Sweden,Spain,1–2,0,3,NA,1,2,Ibrahimovic  34',"Torres  15'
Villa  90+2'",NA,NA,NA,NA,18:00,14/06/2008,Tivoli-Neu,Innsbruck,"Attendance: 30,772[6]",Referee: Pieter Vink (Netherlands),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,5,3,2,2,0,7,2,1,9,1,NA,NA,NA,NA,20,15,1,1,NA,NA,1–2,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
155,2008,2008_Group_D_2_Greece_Russia,Group,1,D,2,Group match 2,Greece,Russia,0–1,0,3,NA,0,1,NA,Zyryanov  33',NA,NA,NA,NA,20:45,14/06/2008,Stadion Wals-Siezenheim,Salzburg,"Attendance: 31,063[8]",Referee: Roberto Rosetti (Italy),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,11,0,3,7,9,5,1,4,6,NA,NA,NA,NA,17,18,2,2,NA,NA,0–1,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
156,2008,2008_Group_D_3_Greece_Spain,Group,1,D,3,Group match 3,Greece,Spain,1–2,0,3,NA,1,2,Charisteas  42',"De la Red  61'
Güiza  88'",NA,NA,NA,NA,20:45,18/06/2008,Stadion Wals-Siezenheim,Salzburg,"Attendance: 30,883[10]",Referee: Howard Webb (England),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,6,12,4,5,1,5,4,1,2,1,NA,NA,NA,NA,16,18,3,2,NA,NA,1–2,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
157,2008,2008_Group_D_3_Russia_Sweden,Group,1,D,3,Group match 3,Russia,Sweden,2–0,3,0,NA,2,0,"Pavlyuchenko  24'
Arshavin  50'",NA,NA,NA,NA,NA,20:45,18/06/2008,Tivoli-Neu,Innsbruck,"Attendance: 30,772[12]",Referee: Frank De Bleeckere (Belgium),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,11,6,2,0,12,4,1,2,6,7,NA,NA,NA,NA,14,15,3,2,NA,NA,2–0,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
158,2008,2008_Quarterfinal_A_Portugal_Germany,Quarterfinal,3,A,NA,Quarterfinal,Portugal,Germany,2–3,0,3,Germany,2,3,"Nuno Gomes  40'
Postiga  87'","Schweinsteiger  22'
Klose  26'
Ballack  61'",NA,NA,NA,NA,20:45,19/06/2008,St. Jakob-Park,Basel,"Attendance: 39,374[4]",Referee: Peter Fröjdfeldt (Sweden),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,12,5,4,1,8,3,2,2,2,4,NA,NA,NA,NA,11,15,3,2,NA,NA,2–3,NA,02/07/2021,,,#N/A,,,,,,
159,2008,2008_Quarterfinal_B_Croatia_Turkey,Quarterfinal,3,B,NA,Quarterfinal,Croatia,Turkey,1–1 (a.e.t.),1,1,Turkey,1,1,Klasnic  119',Semih  120+2',1,3,"
Modric 
Srna 
Rakitic 
Petric ","
Turan
Semih
Altintop",20:45,20/06/2008,Ernst-Happel-Stadion,Vienna,"Attendance: 51,428[7]",Referee: Roberto Rosetti (Italy),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,7,6,2,5,7,4,5,1,1,4,NA,NA,NA,NA,20,23,0,4,NA,NA,1–1,NA,02/07/2021,,,#N/A,,,,,,
160,2008,2008_Quarterfinal_C_Netherlands_Russia,Quarterfinal,3,C,NA,Quarterfinal,Netherlands,Russia,1–3 (a.e.t.),0,3,Russia,1,3,Van Nistelrooy  86',"Pavlyuchenko  56'
Torbinski  112'
Arshavin  116'",NA,NA,NA,NA,20:45,21/06/2008,St. Jakob-Park,Basel,"Attendance: 38,374[9]",Referee: Luboš Michel (Slovakia),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,15,13,5,2,4,11,6,4,6,6,NA,NA,NA,NA,22,27,3,3,NA,NA,1–3,NA,02/07/2021,,,#N/A,,,,,,
161,2008,2008_Quarterfinal_D_Spain_Italy,Quarterfinal,3,D,NA,Quarterfinal,Spain,Italy,0–0 (a.e.t.),1,1,Spain,0,0,NA,NA,4,2,"Villa 
Cazorla 
Senna 
Güiza 
Fàbregas ","Grosso
De Rossi
Camoranesi
Di Natale",20:45,22/06/2008,Ernst-Happel-Stadion,Vienna,"Attendance: 51,178[11]",Referee: Herbert Fandel (Germany),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,15,5,5,4,8,3,3,4,3,4,NA,NA,NA,NA,26,25,3,1,NA,NA,0–0,NA,02/07/2021,,,#N/A,,,,,,
162,2008,2008_Semifinal_A_Germany_Turkey,Semifinal,4,A,NA,Semifinal,Germany,Turkey,3–2,3,0,Germany,3,2,"Schweinsteiger  26'
Klose  79'
Lahm  90'","Boral  22'
Semih  86'",NA,NA,NA,NA,20:45,25/06/2008,St. Jakob-Park,Basel,"Attendance: 39,374[13]",Referee: Massimo Busacca (Switzerland),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,4,6,2,3,2,8,0,1,7,0,NA,NA,NA,NA,14,15,0,2,NA,NA,3–2,NA,06/07/2021,,,#N/A,,,,,,
163,2008,2008_Semifinal_B_Russia_Spain,Semifinal,4,B,NA,Semifinal,Russia,Spain,0–3,0,3,Spain,0,3,NA,"Xavi  50'
Güiza  73'
Silva  82'",NA,NA,NA,NA,20:45,26/06/2008,Ernst-Happel-Stadion,Vienna,"Attendance: 51,428[15]",Referee: Frank De Bleeckere (Belgium),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,5,7,2,2,3,4,1,4,8,1,NA,NA,NA,NA,17,14,2,0,NA,NA,0–3,NA,06/07/2021,,,#N/A,,,,,,
164,2008,2008_Final_A_Germany_Spain,Final,5,A,NA,Final,Germany,Spain,0–1,0,3,Spain,0,1,NA,Torres  33',NA,NA,NA,NA,20:45,29/06/2008,Ernst-Happel-Stadion,Vienna,"Attendance: 51,428[17]",Referee: Roberto Rosetti (Italy),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,5,1,1,4,7,5,4,6,1,NA,NA,NA,NA,22,19,2,2,NA,NA,0–1,NA,11/07/2021,,,#N/A,,,,,,
165,2004,2004_Group_A_1_Portugal_Greece,Group,1,A,1,Group match 1,Portugal,Greece,1–2,0,3,NA,1,2,Ronaldo  90+3',"Karagounis  7'
Basinas  51' (pen.)",NA,NA,NA,NA,17:00,12/06/2004,Estádio do Dragão,Porto,"Attendance: 48,761",Referee: Pierluigi Collina (Italy),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,10,3,4,1,10,3,1,4,2,4,NA,NA,NA,NA,21,24,2,2,NA,NA,1–2,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
166,2004,2004_Group_A_1_Spain_Russia,Group,1,A,1,Group match 1,Spain,Russia,1–0,3,0,NA,1,0,Valerón  60',NA,NA,NA,NA,NA,19:45,12/06/2004,Estádio Algarve,Faro,"Attendance: 28,182",Referee: Urs Meier (Switzerland),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,8,3,1,1,4,3,4,0,3,3,NA,NA,NA,NA,12,21,3,6,0,1,1–0,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
167,2004,2004_Group_A_2_Greece_Spain,Group,1,A,2,Group match 2,Greece,Spain,1–1,1,1,NA,1,1,Charisteas  66',Morientes  28',NA,NA,NA,NA,17:00,16/06/2004,Estádio do Bessa,Porto,"Attendance: 25,444",Referee: Luboš Michel (Slovakia),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,8,3,1,2,15,2,1,1,1,NA,NA,NA,NA,17,20,5,2,NA,NA,1–1,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
168,2004,2004_Group_A_2_Russia_Portugal,Group,1,A,2,Group match 2,Russia,Portugal,0–2,0,3,NA,0,2,NA,"Maniche  7'
Rui Costa  89'",NA,NA,NA,NA,19:45,16/06/2004,Estádio da Luz,Lisbon,"Attendance: 59,273",Referee: Terje Hauge (Norway),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,3,6,2,0,1,6,1,3,7,1,NA,NA,NA,NA,23,18,3,2,1,0,0–2,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
169,2004,2004_Group_A_3_Spain_Portugal,Group,1,A,3,Group match 3,Spain,Portugal,0–1,0,3,NA,0,1,NA,Nuno Gomes  57',NA,NA,NA,NA,19:45,20/06/2004,Estádio José Alvalade,Lisbon,"Attendance: 47,491",Referee: Anders Frisk (Sweden),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,4,5,0,4,9,11,3,3,5,1,NA,NA,NA,NA,23,25,3,2,NA,NA,0–1,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
170,2004,2004_Group_A_3_Russia_Greece,Group,1,A,3,Group match 3,Russia,Greece,2–1,3,0,NA,2,1,"Kirichenko  2'
Bulykin  17'",Vryzas  43',NA,NA,NA,NA,19:45,20/06/2004,Estádio Algarve,Faro,"Attendance: 24,347",Referee: Gilles Veissière (France),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,8,7,1,1,5,8,1,5,3,5,NA,NA,NA,NA,18,16,6,2,NA,NA,2–1,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
171,2004,2004_Group_B_1_Switzerland_Croatia,Group,1,B,1,Group match 1,Switzerland,Croatia,0–0,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,17:00,13/06/2004,Estádio Dr. Magalhães Pessoa,Leiria,"Attendance: 24,090",Referee: Lucílio Batista (Portugal),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,4,7,1,2,4,9,3,3,6,4,NA,NA,NA,NA,21,18,4,5,1,0,0–0,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
172,2004,2004_Group_B_1_France_England,Group,1,B,1,Group match 1,France,England,2–1,3,0,NA,2,1,"Zidane  90+1', 90+3' (pen.)",Lampard  38',NA,NA,NA,NA,19:45,13/06/2004,Estádio da Luz,Lisbon,"Attendance: 62,487",Referee: Markus Merk (Germany),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,10,3,0,4,5,2,3,1,2,4,NA,NA,NA,NA,16,19,2,3,NA,NA,2–1,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
173,2004,2004_Group_B_2_England_Switzerland,Group,1,B,2,Group match 2,England,Switzerland,3–0,3,0,NA,3,0,"Rooney  23', 75'
Gerrard  82'",NA,NA,NA,NA,NA,17:00,17/06/2004,Estádio Cidade de Coimbra,Coimbra,"Attendance: 28,214",Referee: Valentin Ivanov (Russia),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,2,8,0,2,0,5,4,2,1,3,NA,NA,NA,NA,18,19,1,3,0,1,3–0,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
174,2004,2004_Group_B_2_Croatia_France,Group,1,B,2,Group match 2,Croatia,France,2–2,1,1,NA,2,2,"Rapaic  48' (pen.)
Pršo  52'","Tudor  22' (o.g.)
Trezeguet  64'",NA,NA,NA,NA,19:45,17/06/2004,Estádio Dr. Magalhães Pessoa,Leiria,"Attendance: 29,160",Referee: Kim Milton Nielsen (Denmark),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,3,5,1,0,2,9,4,3,5,2,NA,NA,NA,NA,20,14,4,2,NA,NA,2–2,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
175,2004,2004_Group_B_3_Croatia_England,Group,1,B,3,Group match 3,Croatia,England,2–4,0,3,NA,2,4,"N. Kovac  5'
Tudor  73'","Scholes  40'
Rooney  45+1', 68'
Lampard  79'",NA,NA,NA,NA,19:45,21/06/2004,Estádio da Luz,Lisbon,"Attendance: 57,047",Referee: Pierluigi Collina (Italy),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,14,3,3,2,2,4,6,3,1,10,6,NA,NA,NA,NA,17,15,1,0,NA,NA,2–4,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
176,2004,2004_Group_B_3_Switzerland_France,Group,1,B,3,Group match 3,Switzerland,France,1–3,0,3,NA,1,3,Vonlanthen  26',"Zidane  20'
Henry  76', 84'",NA,NA,NA,NA,19:45,21/06/2004,Estádio Cidade de Coimbra,Coimbra,"Attendance: 28,111",Referee: Luboš Michel (Slovakia),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,4,7,0,1,1,7,2,2,5,2,NA,NA,NA,NA,21,18,3,1,NA,NA,1–3,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
177,2004,2004_Group_C_1_Denmark_Italy,Group,1,C,1,Group match 1,Denmark,Italy,0–0,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,17:00,14/06/2004,Estádio D. Afonso Henriques,Guimarães,"Attendance: 29,595",Referee: Manuel Mejuto González (Spain),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,3,5,3,2,7,5,3,2,4,6,NA,NA,NA,NA,25,25,2,4,NA,NA,0–0,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
178,2004,2004_Group_C_1_Sweden_Bulgaria,Group,1,C,1,Group match 1,Sweden,Bulgaria,5–0,3,0,NA,5,0,"Ljungberg  32'
Larsson  57', 58'
Ibrahimovic  78' (pen.)
Allbäck  90+1'",NA,NA,NA,NA,NA,19:45,14/06/2004,Estádio José Alvalade,Lisbon,"Attendance: 31,652",Referee: Mike Riley (England),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,2,7,3,1,5,3,5,1,3,4,NA,NA,NA,NA,22,20,2,4,NA,NA,5–0,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
179,2004,2004_Group_C_2_Bulgaria_Denmark,Group,1,C,2,Group match 2,Bulgaria,Denmark,0–2,0,3,NA,0,2,NA,"Tomasson  44'
Grønkjær  90+2'",NA,NA,NA,NA,17:00,18/06/2004,Estádio Municipal de Braga,Braga,"Attendance: 24,131",Referee: Lucílio Batista (Portugal),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,4,5,0,2,1,8,0,3,5,1,NA,NA,NA,NA,19,17,7,2,1,0,0–2,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
180,2004,2004_Group_C_2_Italy_Sweden,Group,1,C,2,Group match 2,Italy,Sweden,1–1,1,1,NA,1,1,Cassano  37',Ibrahimovic  85',NA,NA,NA,NA,19:45,18/06/2004,Estádio do Dragão,Porto,"Attendance: 44,926",Referee: Urs Meier (Switzerland),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,11,7,NA,NA,10,5,5,2,3,7,NA,NA,NA,NA,15,22,3,2,NA,NA,1–1,6iFbuIpe68k,16/06/2021,,,#N/A,,,,,,
181,2004,2004_Group_C_3_Italy_Bulgaria,Group,1,C,3,Group match 3,Italy,Bulgaria,2–1,3,0,NA,2,1,"Perrotta  48'
Cassano  90+4'",M. Petrov  45' (pen.),NA,NA,NA,NA,19:45,22/06/2004,Estádio D. Afonso Henriques,Guimarães,"Attendance: 16,002",Referee: Valentin Ivanov (Russia),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,5,11,4,1,1,6,3,11,2,4,7,NA,NA,NA,NA,14,20,1,4,NA,NA,2–1,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
182,2004,2004_Group_C_3_Denmark_Sweden,Group,1,C,3,Group match 3,Denmark,Sweden,2–2,1,1,NA,2,2,"Tomasson  28', 66'","Larsson  47' (pen.)
Jonson  89'",NA,NA,NA,NA,19:45,22/06/2004,Estádio do Bessa,Porto,"Attendance: 26,115",Referee: Markus Merk (Germany),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6,8,4,0,7,9,0,3,4,2,NA,NA,NA,NA,16,15,0,2,NA,NA,2–2,6iFbuIpe68k,20/06/2021,,,#N/A,,,,,,
183,2004,2004_Group_D_1_Czech Republic_Latvia,Group,1,D,1,Group match 1,Czech Republic,Latvia,2–1,3,0,NA,2,1,"Baroš  73'
Heinz  85'",Verpakovskis  45+1',NA,NA,NA,NA,17:00,15/06/2004,Estádio Municipal de Aveiro,Aveiro,"Attendance: 21,744",Referee: Gilles Veissière (France),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,15,4,5,1,13,3,6,1,1,5,NA,NA,NA,NA,11,20,NA,NA,NA,NA,2–1,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
184,2004,2004_Group_D_1_Germany_Netherlands,Group,1,D,1,Group match 1,Germany,Netherlands,1–1,1,1,NA,1,1,Frings  30',Van Nistelrooy  81',NA,NA,NA,NA,19:45,15/06/2004,Estádio do Dragão,Porto,"Attendance: 48,197",Referee: Anders Frisk (Sweden),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,10,7,1,1,5,7,1,0,5,3,NA,NA,NA,NA,16,18,2,2,NA,NA,1–1,6iFbuIpe68k,11/06/2021,,,#N/A,,,,,,
